family_id,wave,type,member,score
106,w2,satis,child,8.477788488
107,w1,comm,parent,5.214626198
107,w1,comm,child,4.26241275
107,w2,comm,parent,5.238519474
107,w2,comm,child,5.738519474
107,w1,satis,parent,7.832188726
107,w1,satis,child,6.879975278
107,w2,satis,parent,7.856082002
107,w2,satis,child,8.356082002
108,w1,comm,parent,3.95991997
108,w1,comm,child,3.824090165
108,w2,comm,parent,4.392005068
108,w2,comm,child,4.892005068
108,w1,satis,parent,6.26866474
108,w1,satis,child,6.132834934
108,w2,satis,parent,6.700749837
108,w2,satis,child,7.200749837
109,w1,comm,parent,4.988838387
109,w1,comm,child,4.542347603
109,w2,comm,parent,5.265592995
109,w2,comm,child,5.765592995
109,w1,satis,parent,7.214051852
109,w1,satis,child,6.767561068
109,w2,satis,parent,7.49080646
109,w2,satis,child,7.99080646
110,w1,comm,parent,4.486398931
110,w1,comm,child,4.014705413
110,w2,comm,parent,4.750552172
110,w2,comm,child,5.250552172
110,w1,satis,parent,6.740409854
110,w1,satis,child,6.268716336
110,w2,satis,parent,7.004563095
110,w2,satis,child,7.504563095
111,w1,comm,parent,4.345745085
111,w1,comm,child,4.021823792
111,w2,comm,parent,4.683784439
111,w2,comm,child,5.183784439
111,w1,satis,parent,6.277804507
111,w1,satis,child,5.953883214
111,w2,satis,parent,6.61584386
111,w2,satis,child,7.11584386
112,w1,comm,parent,3.844114289
112,w1,comm,child,5.283357918
112,w2,comm,parent,5.063736104
112,w2,comm,child,5.563736104
112,w1,satis,parent,6.568199476
112,w1,satis,child,8.007443104
112,w2,satis,parent,7.78782129
112,w2,satis,child,8.28782129
113,w1,comm,parent,6.193019331
113,w1,comm,child,6.372360346
113,w2,comm,parent,6.782689839
113,w2,comm,child,7.282689839
113,w1,satis,parent,7.983784096
113,w1,satis,child,8.163125112
113,w2,satis,parent,8.573454604
113,w2,satis,child,9.073454604
114,w1,comm,parent,4.88442502
114,w1,comm,child,4.882012765
114,w2,comm,parent,5.383218892
114,w2,comm,child,5.883218892
114,w1,satis,parent,6.421560368
114,w1,satis,child,6.419148113
114,w2,satis,parent,6.920354241
114,w2,satis,child,7.420354241
115,w1,comm,parent,5.537444108
115,w1,comm,child,4.537366388
115,w2,comm,parent,5.537405248
115,w2,comm,child,6.037405248
115,w1,satis,parent,6.944532141
115,w1,satis,child,5.944454421
115,w2,satis,parent,6.944493281
115,w2,satis,child,7.444493281
116,w1,comm,parent,4.057160166
116,w1,comm,child,4.431808272
116,w2,comm,parent,4.744484219
116,w2,comm,child,5.244484219
116,w1,satis,parent,5.876824961
116,w1,satis,child,6.251473067
116,w2,satis,parent,6.564149014
116,w2,satis,child,7.064149014
117,w1,comm,parent,5.456576095
117,w1,comm,child,6.14423721
117,w2,comm,parent,6.300406652
117,w2,comm,child,6.800406652
117,w1,satis,parent,7.999234476
117,w1,satis,child,8.686895591
117,w2,satis,parent,8.843065034
117,w2,satis,child,9.343065034
118,w1,comm,parent,3.345015434
118,w1,comm,child,2.695562689
118,w2,comm,parent,3.520289062
118,w2,comm,child,4.020289062
118,w1,satis,parent,5.180220668
118,w1,satis,child,4.530767924
118,w2,satis,parent,5.355494296
118,w2,satis,child,5.855494296
119,w1,comm,parent,5.888665529
119,w1,comm,child,6.39451123
119,w2,comm,parent,6.64158838
119,w2,comm,child,7.14158838
119,w1,satis,parent,7.871523148
119,w1,satis,child,8.377368849
119,w2,satis,parent,8.624445999
119,w2,satis,child,9.124445999
120,w1,comm,parent,4.473137522
120,w1,comm,child,2.427539855
120,w2,comm,parent,3.950338689
120,w2,comm,child,4.450338689
120,w1,satis,parent,5.383363358
120,w1,satis,child,3.337765691
120,w2,satis,parent,4.860564525
120,w2,satis,child,5.360564525
121,w1,comm,parent,2.964189625
121,w1,comm,child,3.219013069
121,w2,comm,parent,3.591601347
121,w2,comm,child,4.091601347
121,w1,satis,parent,5.329770593
121,w1,satis,child,5.584594037
121,w2,satis,parent,5.957182315
121,w2,satis,child,6.457182315
122,w1,comm,parent,5.603484355
122,w1,comm,child,3.792826915
122,w2,comm,parent,5.198155635
122,w2,comm,child,5.698155635
122,w1,satis,parent,7.89546807
122,w1,satis,child,6.08481063
122,w2,satis,parent,7.49013935
122,w2,satis,child,7.99013935
123,w1,comm,parent,4.577739376
123,w1,comm,child,5.279541293
123,w2,comm,parent,5.428640335
123,w2,comm,child,5.928640335
123,w1,satis,parent,7.136646685
123,w1,satis,child,7.838448602
123,w2,satis,parent,7.987547643
123,w2,satis,child,8.487547643
124,w1,comm,parent,4.700761729
124,w1,comm,child,5.638256728
124,w2,comm,parent,5.669509229
124,w2,comm,child,6.169509229
124,w1,satis,parent,6.589759719
124,w1,satis,child,7.527254718
124,w2,satis,parent,7.558507219
124,w2,satis,child,8.058507219
125,w1,comm,parent,3.284715409
125,w1,comm,child,2.022417128
125,w2,comm,parent,3.153566268
125,w2,comm,child,3.653566268
125,w1,satis,parent,5.188370274
125,w1,satis,child,3.926071993
125,w2,satis,parent,5.057221134
125,w2,satis,child,5.557221134
126,w1,comm,parent,5.258701036
126,w1,comm,child,4.913337501
126,w2,comm,parent,5.586019268
126,w2,comm,child,6.086019268
126,w1,satis,parent,7.401269036
126,w1,satis,child,7.0559055
126,w2,satis,parent,7.728587268
126,w2,satis,child,8.228587268
127,w1,comm,parent,5.384680894
127,w1,comm,child,4.453879907
127,w2,comm,parent,5.4192804
127,w2,comm,child,5.9192804
127,w1,satis,parent,7.166023275
127,w1,satis,child,6.235222289
127,w2,satis,parent,7.200622782
127,w2,satis,child,7.700622782
128,w1,comm,parent,6.517922303
128,w1,comm,child,7.542830595
128,w2,comm,parent,7.530376449
128,w2,comm,child,8.030376449
128,w1,satis,parent,8.255541611
128,w1,satis,child,9.280449903
128,w2,satis,parent,9.267995757
128,w2,satis,child,9.767995757
129,w1,comm,parent,4.796771708
129,w1,comm,child,2.449193173
129,w2,comm,parent,4.12298244
129,w2,comm,child,4.62298244
129,w1,satis,parent,6.587400836
129,w1,satis,child,4.239822301
129,w2,satis,parent,5.913611569
129,w2,satis,child,6.413611569
130,w1,comm,parent,4.585993158
130,w1,comm,child,2.834609917
130,w2,comm,parent,4.210301538
130,w2,comm,child,4.710301538
130,w1,satis,parent,6.669317571
130,w1,satis,child,4.91793433
130,w2,satis,parent,6.293625951
130,w2,satis,child,6.793625951
131,w1,comm,parent,5.599655671
131,w1,comm,child,5.243356043
131,w2,comm,parent,5.921505857
131,w2,comm,child,6.421505857
131,w1,satis,parent,7.111120797
131,w1,satis,child,6.75482117
131,w2,satis,parent,7.432970983
131,w2,satis,child,7.932970983
132,w1,comm,parent,4.611753172
132,w1,comm,child,5.936919627
132,w2,comm,parent,5.7743364
132,w2,comm,child,6.2743364
132,w1,satis,parent,7.147005987
132,w1,satis,child,8.472172443
132,w2,satis,parent,8.309589215
132,w2,satis,child,8.809589215
133,w1,comm,parent,6.49253475
133,w1,comm,child,6.354988227
133,w2,comm,parent,6.923761489
133,w2,comm,child,7.423761489
133,w1,satis,parent,8.330882095
133,w1,satis,child,8.193335571
133,w2,satis,parent,8.762108833
133,w2,satis,child,9.262108833
134,w1,comm,parent,3.770189474
134,w1,comm,child,3.888006857
134,w2,comm,parent,4.329098165
134,w2,comm,child,4.829098165
134,w1,satis,parent,6.084884045
134,w1,satis,child,6.202701428
134,w2,satis,parent,6.643792737
134,w2,satis,child,7.143792737
135,w1,comm,parent,4.854186134
135,w1,comm,child,4.53933007
135,w2,comm,parent,5.196758102
135,w2,comm,child,5.696758102
135,w1,satis,parent,5.880231762
135,w1,satis,child,5.565375697
135,w2,satis,parent,6.22280373
135,w2,satis,child,6.72280373
136,w1,comm,parent,4.750403387
136,w1,comm,child,5.339317957
136,w2,comm,parent,5.544860672
136,w2,comm,child,6.044860672
136,w1,satis,parent,7.448954527
136,w1,satis,child,8.037869096
136,w2,satis,parent,8.243411811
136,w2,satis,child,8.743411811
137,w1,comm,parent,5.301262631
137,w1,comm,child,4.562985642
137,w2,comm,parent,5.432124137
137,w2,comm,child,5.932124137
137,w1,satis,parent,6.992763581
137,w1,satis,child,6.254486593
137,w2,satis,parent,7.123625087
137,w2,satis,child,7.623625087
138,w1,comm,parent,5.970915058
138,w1,comm,child,5.922740085
138,w2,comm,parent,6.446827571
138,w2,comm,child,6.946827571
138,w1,satis,parent,7.666048443
138,w1,satis,child,7.61787347
138,w2,satis,parent,8.141960957
138,w2,satis,child,8.641960957
139,w1,comm,parent,6.088675485
139,w1,comm,child,5.647040856
139,w2,comm,parent,6.367858171
139,w2,comm,child,6.867858171
139,w1,satis,parent,8.504500517
139,w1,satis,child,8.062865888
139,w2,satis,parent,8.783683203
139,w2,satis,child,9.283683203
140,w1,comm,parent,4.083123945
140,w1,comm,child,3.979966475
140,w2,comm,parent,4.53154521
140,w2,comm,child,5.03154521
140,w1,satis,parent,5.954763445
140,w1,satis,child,5.851605975
140,w2,satis,parent,6.40318471
140,w2,satis,child,6.90318471
141,w1,comm,parent,5.004365023
141,w1,comm,child,7.520336244
141,w2,comm,parent,6.762350633
141,w2,comm,child,7.262350633
141,w1,satis,parent,6.760075578
141,w1,satis,child,9.276046799
141,w2,satis,parent,8.518061189
141,w2,satis,child,9.018061189
142,w1,comm,parent,5.392983438
142,w1,comm,child,5.502994428
142,w2,comm,parent,5.947988933
142,w2,comm,child,6.447988933
142,w1,satis,parent,7.519685501
142,w1,satis,child,7.629696491
142,w2,satis,parent,8.074690996
142,w2,satis,child,8.574690996
143,w1,comm,parent,5.907443521
143,w1,comm,child,5.498315791
143,w2,comm,parent,6.202879656
143,w2,comm,child,6.702879656
143,w1,satis,parent,7.836805619
143,w1,satis,child,7.427677889
143,w2,satis,parent,8.132241754
143,w2,satis,child,8.632241754
144,w1,comm,parent,4.897696536
144,w1,comm,child,4.83016133
144,w2,comm,parent,5.363928933
144,w2,comm,child,5.863928933
144,w1,satis,parent,7.230681278
144,w1,satis,child,7.163146072
144,w2,satis,parent,7.696913675
144,w2,satis,child,8.196913675
145,w1,comm,parent,4.509680195
145,w1,comm,child,5.097107902
145,w2,comm,parent,5.303394048
145,w2,comm,child,5.803394048
145,w1,satis,parent,6.47865113
145,w1,satis,child,7.066078837
145,w2,satis,parent,7.272364983
145,w2,satis,child,7.772364983
146,w1,comm,parent,3.625569377
146,w1,comm,child,4.255276176
146,w2,comm,parent,4.440422776
146,w2,comm,child,4.940422776
146,w1,satis,parent,5.067878903
146,w1,satis,child,5.697585701
146,w2,satis,parent,5.882732302
146,w2,satis,child,6.382732302
147,w1,comm,parent,4.491931564
147,w1,comm,child,5.496601698
147,w2,comm,parent,5.494266631
147,w2,comm,child,5.994266631
147,w1,satis,parent,7.087000763
147,w1,satis,child,8.091670898
147,w2,satis,parent,8.08933583
147,w2,satis,child,8.58933583
148,w1,comm,parent,4.624123947
148,w1,comm,child,5.764101376
148,w2,comm,parent,5.694112661
148,w2,comm,child,6.194112661
148,w1,satis,parent,5.769249174
148,w1,satis,child,6.909226604
148,w2,satis,parent,6.839237889
148,w2,satis,child,7.339237889
149,w1,comm,parent,3.960128403
149,w1,comm,child,5.778720739
149,w2,comm,parent,5.369424571
149,w2,comm,child,5.869424571
149,w1,satis,parent,6.192699073
149,w1,satis,child,8.011291409
149,w2,satis,parent,7.601995241
149,w2,satis,child,8.101995241
150,w1,comm,parent,5.120647755
150,w1,comm,child,6.74737614
150,w2,comm,parent,6.434011948
150,w2,comm,child,6.934011948
150,w1,satis,parent,6.591602786
150,w1,satis,child,8.218331171
150,w2,satis,parent,7.904966979
150,w2,satis,child,8.404966979
151,w1,comm,parent,5.500023397
151,w1,comm,child,5.118992065
151,w2,comm,parent,5.809507731
151,w2,comm,child,6.309507731
151,w1,satis,parent,8.127635901
151,w1,satis,child,7.746604569
151,w2,satis,parent,8.437120235
151,w2,satis,child,8.937120235
152,w1,comm,parent,4.546463664
152,w1,comm,child,4.6269895
152,w2,comm,parent,5.086726582
152,w2,comm,child,5.586726582
152,w1,satis,parent,6.787796356
152,w1,satis,child,6.868322192
152,w2,satis,parent,7.328059274
152,w2,satis,child,7.828059274
153,w1,comm,parent,3.764802844
153,w1,comm,child,4.370515902
153,w2,comm,parent,4.567659373
153,w2,comm,child,5.067659373
153,w1,satis,parent,6.13461383
153,w1,satis,child,6.740326888
153,w2,satis,parent,6.937470359
153,w2,satis,child,7.437470359
154,w1,comm,parent,4.699242583
154,w1,comm,child,5.875535457
154,w2,comm,parent,5.78738902
154,w2,comm,child,6.28738902
154,w1,satis,parent,7.064902187
154,w1,satis,child,8.241195062
154,w2,satis,parent,8.153048624
154,w2,satis,child,8.653048624
155,w1,comm,parent,6.186756337
155,w1,comm,child,7.179353382
155,w2,comm,parent,7.183054859
155,w2,comm,child,7.683054859
155,w1,satis,parent,8.137759466
155,w1,satis,child,9.130356511
155,w2,satis,parent,9.134057988
155,w2,satis,child,9.634057988
156,w1,comm,parent,5.920902648
156,w1,comm,child,7.412670412
156,w2,comm,parent,7.16678653
156,w2,comm,child,7.66678653
156,w1,satis,parent,7.792643669
156,w1,satis,child,9.284411434
156,w2,satis,parent,9.038527551
156,w2,satis,child,9.538527551
157,w1,comm,parent,4.274060898
157,w1,comm,child,5.450413905
157,w2,comm,parent,5.362237401
157,w2,comm,child,5.862237401
157,w1,satis,parent,6.325864787
157,w1,satis,child,7.502217794
157,w2,satis,parent,7.414041291
157,w2,satis,child,7.914041291
158,w1,comm,parent,5.112786286
158,w1,comm,child,6.092729662
158,w2,comm,parent,6.102757974
158,w2,comm,child,6.602757974
158,w1,satis,parent,7.672652831
158,w1,satis,child,8.652596207
158,w2,satis,parent,8.662624519
158,w2,satis,child,9.162624519
159,w1,comm,parent,6.160965974
159,w1,comm,child,2.888615341
159,w2,comm,parent,5.024790657
159,w2,comm,child,5.524790657
159,w1,satis,parent,7.977697759
159,w1,satis,child,4.705347126
159,w2,satis,parent,6.841522443
159,w2,satis,child,7.341522443
160,w1,comm,parent,4.743380412
160,w1,comm,child,3.873824075
160,w2,comm,parent,4.808602243
160,w2,comm,child,5.308602243
160,w1,satis,parent,6.566398149
160,w1,satis,child,5.696841811
160,w2,satis,parent,6.63161998
160,w2,satis,child,7.13161998
161,w1,comm,parent,4.722610965
161,w1,comm,child,4.379828786
161,w2,comm,parent,5.051219876
161,w2,comm,child,5.551219876
161,w1,satis,parent,7.128406465
161,w1,satis,child,6.785624286
161,w2,satis,parent,7.457015375
161,w2,satis,child,7.957015375
162,w1,comm,parent,3.152231835
162,w1,comm,child,2.797072378
162,w2,comm,parent,3.474652106
162,w2,comm,child,3.974652106
162,w1,satis,parent,4.913771728
162,w1,satis,child,4.558612271
162,w2,satis,parent,5.236192
162,w2,satis,child,5.736192
163,w1,comm,parent,6.174794744
163,w1,comm,child,6.870414358
163,w2,comm,parent,7.022604551
163,w2,comm,child,7.522604551
163,w1,satis,parent,8.670440653
163,w1,satis,child,9.366060268
163,w2,satis,parent,9.518250461
163,w2,satis,child,10.01825046
164,w1,comm,parent,3.157163903
164,w1,comm,child,2.60944991
164,w2,comm,parent,3.383306906
164,w2,comm,child,3.883306906
164,w1,satis,parent,5.216128443
164,w1,satis,child,4.66841445
164,w2,satis,parent,5.442271447
164,w2,satis,child,5.942271447
165,w1,comm,parent,6.745918176
165,w1,comm,child,6.388449917
165,w2,comm,parent,7.067184046
165,w2,comm,child,7.567184046
165,w1,satis,parent,9.523929403
165,w1,satis,child,9.166461144
165,w2,satis,parent,9.845195274
165,w2,satis,child,10.34519527
166,w1,comm,parent,5.099200246
166,w1,comm,child,4.203556575
166,w2,comm,parent,5.151378411
166,w2,comm,child,5.651378411
166,w1,satis,parent,6.908511553
166,w1,satis,child,6.012867882
166,w2,satis,parent,6.960689717
166,w2,satis,child,7.460689717
167,w1,comm,parent,5.467060759
167,w1,comm,child,6.420282037
167,w2,comm,parent,6.443671398
167,w2,comm,child,6.943671398
167,w1,satis,parent,7.860340971
167,w1,satis,child,8.81356225
167,w2,satis,parent,8.83695161
167,w2,satis,child,9.33695161
168,w1,comm,parent,3.73043536
168,w1,comm,child,5.646710172
168,w2,comm,parent,5.188572766
168,w2,comm,child,5.688572766
168,w1,satis,parent,5.09907106
168,w1,satis,child,7.015345873
168,w2,satis,parent,6.557208466
168,w2,satis,child,7.057208466
169,w1,comm,parent,4.346623161
169,w1,comm,child,3.392808
169,w2,comm,parent,4.369715581
169,w2,comm,child,4.869715581
169,w1,satis,parent,6.312156787
169,w1,satis,child,5.358341625
169,w2,satis,parent,6.335249206
169,w2,satis,child,6.835249206
170,w1,comm,parent,4.379883628
170,w1,comm,child,4.814393291
170,w2,comm,parent,5.09713846
170,w2,comm,child,5.59713846
170,w1,satis,parent,5.167226962
170,w1,satis,child,5.601736625
170,w2,satis,parent,5.884481794
170,w2,satis,child,6.384481794
171,w1,comm,parent,4.791000851
171,w1,comm,child,3.732825565
171,w2,comm,parent,4.761913208
171,w2,comm,child,5.261913208
171,w1,satis,parent,7.087104681
171,w1,satis,child,6.028929396
171,w2,satis,parent,7.058017038
171,w2,satis,child,7.558017038
172,w1,comm,parent,4.715435708
172,w1,comm,child,4.676385491
172,w2,comm,parent,5.1959106
172,w2,comm,child,5.6959106
172,w1,satis,parent,6.584837022
172,w1,satis,child,6.545786805
172,w2,satis,parent,7.065311914
172,w2,satis,child,7.565311914
173,w1,comm,parent,3.430537942
173,w1,comm,child,3.159202422
173,w2,comm,parent,3.794870182
173,w2,comm,child,4.294870182
173,w1,satis,parent,5.384700806
173,w1,satis,child,5.113365286
173,w2,satis,parent,5.749033046
173,w2,satis,child,6.249033046
174,w1,comm,parent,5.151510593
174,w1,comm,child,5.145657149
174,w2,comm,parent,5.648583871
174,w2,comm,child,6.148583871
174,w1,satis,parent,7.333406365
174,w1,satis,child,7.327552921
174,w2,satis,parent,7.830479643
174,w2,satis,child,8.330479643
175,w1,comm,parent,3.138174814
175,w1,comm,child,3.759219395
175,w2,comm,parent,3.948697104
175,w2,comm,child,4.448697104
175,w1,satis,parent,4.71249035
175,w1,satis,child,5.333534931
175,w2,satis,parent,5.52301264
175,w2,satis,child,6.02301264
176,w1,comm,parent,5.001386987
176,w1,comm,child,5.770942312
176,w2,comm,parent,5.886164649
176,w2,comm,child,6.386164649
176,w1,satis,parent,7.159260358
176,w1,satis,child,7.928815683
176,w2,satis,parent,8.04403802
176,w2,satis,child,8.54403802
177,w1,comm,parent,3.611278843
177,w1,comm,child,4.2860705
177,w2,comm,parent,4.448674672
177,w2,comm,child,4.948674672
177,w1,satis,parent,4.995372209
177,w1,satis,child,5.670163866
177,w2,satis,parent,5.832768038
177,w2,satis,child,6.332768038
178,w1,comm,parent,4.718164953
178,w1,comm,child,4.563698258
178,w2,comm,parent,5.140931605
178,w2,comm,child,5.640931605
178,w1,satis,parent,5.499562705
178,w1,satis,child,5.34509601
178,w2,satis,parent,5.922329357
178,w2,satis,child,6.422329357
179,w1,comm,parent,4.030323619
179,w1,comm,child,4.967113767
179,w2,comm,parent,4.998718693
179,w2,comm,child,5.498718693
179,w1,satis,parent,6.04434953
179,w1,satis,child,6.981139678
179,w2,satis,parent,7.012744604
179,w2,satis,child,7.512744604
180,w1,comm,parent,4.594861157
180,w1,comm,child,4.462270991
180,w2,comm,parent,5.028566074
180,w2,comm,child,5.528566074
180,w1,satis,parent,6.697163929
180,w1,satis,child,6.564573763
180,w2,satis,parent,7.130868846
180,w2,satis,child,7.630868846
181,w1,comm,parent,4.833871015
181,w1,comm,child,3.825577328
181,w2,comm,parent,4.829724171
181,w2,comm,child,5.329724171
181,w1,satis,parent,6.555778641
181,w1,satis,child,5.547484954
181,w2,satis,parent,6.551631798
181,w2,satis,child,7.051631798
182,w1,comm,parent,5.168482988
182,w1,comm,child,3.382463465
182,w2,comm,parent,4.775473226
182,w2,comm,child,5.275473226
182,w1,satis,parent,7.32497254
182,w1,satis,child,5.538953017
182,w2,satis,parent,6.931962779
182,w2,satis,child,7.431962779
183,w1,comm,parent,4.398487537
183,w1,comm,child,5.559884906
183,w2,comm,parent,5.479186222
183,w2,comm,child,5.979186222
183,w1,satis,parent,6.231068684
183,w1,satis,child,7.392466053
183,w2,satis,parent,7.311767369
183,w2,satis,child,7.811767369
184,w1,comm,parent,5.848264742
184,w1,comm,child,5.93341392
184,w2,comm,parent,6.390839331
184,w2,comm,child,6.890839331
184,w1,satis,parent,8.340517533
184,w1,satis,child,8.425666712
184,w2,satis,parent,8.883092122
184,w2,satis,child,9.383092122
185,w1,comm,parent,4.823687862
185,w1,comm,child,3.006319589
185,w2,comm,parent,4.415003725
185,w2,comm,child,4.915003725
185,w1,satis,parent,6.969150648
185,w1,satis,child,5.151782376
185,w2,satis,parent,6.560466512
185,w2,satis,child,7.060466512
186,w1,comm,parent,5.721895173
186,w1,comm,child,5.738147703
186,w2,comm,parent,6.230021438
186,w2,comm,child,6.730021438
186,w1,satis,parent,7.858530849
186,w1,satis,child,7.87478338
186,w2,satis,parent,8.366657114
186,w2,satis,child,8.866657114
187,w1,comm,parent,6.391372829
187,w1,comm,child,5.520050021
187,w2,comm,parent,6.455711425
187,w2,comm,child,6.955711425
187,w1,satis,parent,7.227142005
187,w1,satis,child,6.355819197
187,w2,satis,parent,7.291480601
187,w2,satis,child,7.791480601
188,w1,comm,parent,7.618231689
188,w1,comm,child,8.932720723
188,w2,comm,parent,8.775476206
188,w2,comm,child,9.275476206
188,w1,satis,parent,9.847446178
188,w1,satis,child,11.16193521
188,w2,satis,parent,11.0046907
188,w2,satis,child,11.5046907
189,w1,comm,parent,5.368211756
189,w1,comm,child,5.902459343
189,w2,comm,parent,6.13533555
189,w2,comm,child,6.63533555
189,w1,satis,parent,7.465353129
189,w1,satis,child,7.999600717
189,w2,satis,parent,8.232476923
189,w2,satis,child,8.732476923
190,w1,comm,parent,2.25104898
190,w1,comm,child,1.070163095
190,w2,comm,parent,2.160606037
190,w2,comm,child,2.660606037
190,w1,satis,parent,3.93460574
190,w1,satis,child,2.753719856
190,w2,satis,parent,3.844162798
190,w2,satis,child,4.344162798
191,w1,comm,parent,4.806529173
191,w1,comm,child,4.323891363
191,w2,comm,parent,5.065210268
191,w2,comm,child,5.565210268
191,w1,satis,parent,6.899606237
191,w1,satis,child,6.416968426
191,w2,satis,parent,7.158287331
191,w2,satis,child,7.658287331
192,w1,comm,parent,4.144536524
192,w1,comm,child,3.812800742
192,w2,comm,parent,4.478668633
192,w2,comm,child,4.978668633
192,w1,satis,parent,5.908494308
192,w1,satis,child,5.576758526
192,w2,satis,parent,6.242626417
192,w2,satis,child,6.742626417
193,w1,comm,parent,5.142554813
193,w1,comm,child,3.838240013
193,w2,comm,parent,4.990397413
193,w2,comm,child,5.490397413
193,w1,satis,parent,7.288503411
193,w1,satis,child,5.984188611
193,w2,satis,parent,7.136346011
193,w2,satis,child,7.636346011
194,w1,comm,parent,4.50521702
194,w1,comm,child,3.821449726
194,w2,comm,parent,4.663333373
194,w2,comm,child,5.163333373
194,w1,satis,parent,5.785366863
194,w1,satis,child,5.101599569
194,w2,satis,parent,5.943483216
194,w2,satis,child,6.443483216
195,w1,comm,parent,4.022539005
195,w1,comm,child,4.289258784
195,w2,comm,parent,4.655898895
195,w2,comm,child,5.155898895
195,w1,satis,parent,6.275106265
195,w1,satis,child,6.541826044
195,w2,satis,parent,6.908466155
195,w2,satis,child,7.408466155
196,w1,comm,parent,5.001208003
196,w1,comm,child,3.669580783
196,w2,comm,parent,4.835394393
196,w2,comm,child,5.335394393
196,w1,satis,parent,7.083727937
196,w1,satis,child,5.752100717
196,w2,satis,parent,6.917914327
196,w2,satis,child,7.417914327
197,w1,comm,parent,5.512366962
197,w1,comm,child,5.029435174
197,w2,comm,parent,5.770901068
197,w2,comm,child,6.270901068
197,w1,satis,parent,7.886384415
197,w1,satis,child,7.403452626
197,w2,satis,parent,8.14491852
197,w2,satis,child,8.64491852
198,w1,comm,parent,4.609850094
198,w1,comm,child,6.386843766
198,w2,comm,parent,5.99834693
198,w2,comm,child,6.49834693
198,w1,satis,parent,5.78863991
198,w1,satis,child,7.565633582
198,w2,satis,parent,7.177136746
198,w2,satis,child,7.677136746
199,w1,comm,parent,4.227197742
199,w1,comm,child,4.841917696
199,w2,comm,parent,5.034557719
199,w2,comm,child,5.534557719
199,w1,satis,parent,5.935574846
199,w1,satis,child,6.550294801
199,w2,satis,parent,6.742934824
199,w2,satis,child,7.242934824
200,w1,comm,parent,4.798819697
200,w1,comm,child,6.756672848
200,w2,comm,parent,6.277746272
200,w2,comm,child,6.777746272
200,w1,satis,parent,7.148717816
200,w1,satis,child,9.106570966
200,w2,satis,parent,8.627644391
200,w2,satis,child,9.127644391
201,w1,comm,parent,4.338891209
201,w1,comm,child,4.055468753
201,w2,comm,parent,4.697179981
201,w2,comm,child,5.197179981
201,w1,satis,parent,6.941006853
201,w1,satis,child,6.657584397
201,w2,satis,parent,7.299295625
201,w2,satis,child,7.799295625
202,w1,comm,parent,5.235276567
202,w1,comm,child,4.823111806
202,w2,comm,parent,5.529194187
202,w2,comm,child,6.029194187
202,w1,satis,parent,6.931638662
202,w1,satis,child,6.519473901
202,w2,satis,parent,7.225556281
202,w2,satis,child,7.725556281
203,w1,comm,parent,3.79157116
203,w1,comm,child,4.702625528
203,w2,comm,parent,4.747098344
203,w2,comm,child,5.247098344
203,w1,satis,parent,5.910820616
203,w1,satis,child,6.821874983
203,w2,satis,parent,6.866347799
203,w2,satis,child,7.366347799
204,w1,comm,parent,4.490334986
204,w1,comm,child,4.2307044
204,w2,comm,parent,4.860519693
204,w2,comm,child,5.360519693
204,w1,satis,parent,6.267794089
204,w1,satis,child,6.008163504
204,w2,satis,parent,6.637978796
204,w2,satis,child,7.137978796
205,w1,comm,parent,7.77556084
205,w1,comm,child,6.762906089
205,w2,comm,parent,7.769233464
205,w2,comm,child,8.269233464
205,w1,satis,parent,9.006613776
205,w1,satis,child,7.993959025
205,w2,satis,parent,9.0002864
205,w2,satis,child,9.5002864
206,w1,comm,parent,5.156782594
206,w1,comm,child,6.151856612
206,w2,comm,parent,6.154319603
206,w2,comm,child,6.654319603
206,w1,satis,parent,6.660930151
206,w1,satis,child,7.656004168
206,w2,satis,parent,7.65846716
206,w2,satis,child,8.15846716
207,w1,comm,parent,4.367514714
207,w1,comm,child,4.457296206
207,w2,comm,parent,4.91240546
207,w2,comm,child,5.41240546
207,w1,satis,parent,6.333990186
207,w1,satis,child,6.423771679
207,w2,satis,parent,6.878880933
207,w2,satis,child,7.378880933
208,w1,comm,parent,6.484575929
208,w1,comm,child,6.39734171
208,w2,comm,parent,6.940958819
208,w2,comm,child,7.440958819
208,w1,satis,parent,8.466410247
208,w1,satis,child,8.379176029
208,w2,satis,parent,8.922793138
208,w2,satis,child,9.422793138
209,w1,comm,parent,4.204411636
209,w1,comm,child,3.490673033
209,w2,comm,parent,4.347542334
209,w2,comm,child,4.847542334
209,w1,satis,parent,6.339792386
209,w1,satis,child,5.626053783
209,w2,satis,parent,6.482923085
209,w2,satis,child,6.982923085
210,w1,comm,parent,5.650893377
210,w1,comm,child,5.899998022
210,w2,comm,parent,6.275445699
210,w2,comm,child,6.775445699
210,w1,satis,parent,8.365458279
210,w1,satis,child,8.614562923
210,w2,satis,parent,8.990010601
210,w2,satis,child,9.490010601
211,w1,comm,parent,4.962638584
211,w1,comm,child,4.324046407
211,w2,comm,parent,5.143342495
211,w2,comm,child,5.643342495
211,w1,satis,parent,6.855037429
211,w1,satis,child,6.216445251
211,w2,satis,parent,7.03574134
211,w2,satis,child,7.53574134
212,w1,comm,parent,6.650551539
212,w1,comm,child,7.175436297
212,w2,comm,parent,7.412993918
212,w2,comm,child,7.912993918
212,w1,satis,parent,8.815258429
212,w1,satis,child,9.340143186
